Crop,Pest,Pesticide,Application Method,Dosage
Maize,Potato Beetle,Spinosad,Soil Application,1.5 ml/L
Maize,Potato Beetle,Thiamethoxam,Soil Drench,2.0 ml/L
Maize,Stem Borer,Imidacloprid,Soil Application,0.3 ml/L
Maize,Potato Beetle,Imidacloprid,Soil Drench,0.3 ml/L
Maize,Bollworm,Lambda-cyhalothrin,Soil Drench,2.0 ml/L
Maize,Barley Yellow Dwarf Virus,Imidacloprid,Soil Application,0.3 ml/L
Maize,Bollworm,Azadirachtin (Neem Oil),Soil Drench,0.8 ml/L
Maize,Soybean Looper,Imidacloprid,Soil Application,0.8 ml/L
Maize,Potato Beetle,Thiamethoxam,Spray,1.0 ml/L
Maize,Aphids,Cartap Hydrochloride,Spray,0.3 ml/L
Maize,Aphids,Spinosad,Soil Application,2.5 ml/L
Maize,Barley Yellow Dwarf Virus,Spinosad,Soil Drench,1.0 ml/L
Maize,Potato Beetle,Azadirachtin (Neem Oil),Soil Application,1.5 ml/L
Maize,Peanut Bud Necrosis Virus,Chlorpyrifos,Soil Drench,0.3 ml/L
Maize,Soybean Looper,Thiamethoxam,Spray,0.3 ml/L
Maize,Peanut Bud Necrosis Virus,Imidacloprid,Soil Drench,3.0 g/L
Maize,Armyworm,Spinosad,Spray,0.8 ml/L
Maize,Potato Beetle,Spinosad,Soil Application,1.5 ml/L
Maize,Whitefly,Cartap Hydrochloride,Soil Application,2.0 ml/L
Maize,Aphids,Fipronil,Soil Application,2.5 ml/L
Peanut,Potato Beetle,Lambda-cyhalothrin,Soil Drench,1.0 ml/L
Peanut,Bollworm,Imidacloprid,Soil Application,1.5 g/L
Peanut,Bollworm,Cartap Hydrochloride,Soil Drench,0.3 ml/L
Peanut,Soybean Looper,Thiamethoxam,Spray,1.0 g/L
Peanut,Sugarcane Borer,Imidacloprid,Soil Application,1.5 g/L
Peanut,Armyworm,Azadirachtin (Neem Oil),Soil Drench,1.5 g/L
Peanut,Whitefly,Cartap Hydrochloride,Soil Drench,2.0 ml/L
Peanut,Stem Borer,Bacillus thuringiensis,Soil Drench,1.5 g/L
Peanut,Whitefly,Fipronil,Soil Application,0.8 ml/L
Peanut,Bollworm,Cartap Hydrochloride,Soil Drench,0.3 ml/L
Peanut,Sugarcane Borer,Imidacloprid,Soil Drench,0.3 ml/L
Peanut,Potato Beetle,Cartap Hydrochloride,Soil Application,0.3 ml/L
Peanut,Potato Beetle,Fipronil,Soil Drench,2.0 ml/L
Peanut,Whitefly,Cartap Hydrochloride,Soil Application,2.0 ml/L
Peanut,Bollworm,Pyrethrin,Spray,1.0 g/L
Peanut,Bollworm,Pyrethrin,Spray,1.5 g/L
Peanut,Peanut Bud Necrosis Virus,Bacillus thuringiensis,Soil Drench,1.0 ml/L
Peanut,Armyworm,Pyrethrin,Soil Drench,2.5 ml/L
Peanut,Soybean Looper,Thiamethoxam,Spray,1.0 g/L
Peanut,Soybean Looper,Lambda-cyhalothrin,Soil Application,0.3 ml/L
Peanut,Potato Beetle,Bacillus thuringiensis,Spray,1.5 g/L
Peanut,Whitefly,Bacillus thuringiensis,Soil Drench,0.8 ml/L
Peanut,Soybean Looper,Imidacloprid,Soil Drench,0.8 ml/L
Peanut,Peanut Bud Necrosis Virus,Bacillus thuringiensis,Soil Application,1.5 ml/L
Peanut,Peanut Bud Necrosis Virus,Azadirachtin (Neem Oil),Soil Application,2.0 ml/L
Peanut,Bollworm,Imidacloprid,Soil Drench,1.5 g/L
Peanut,Sugarcane Borer,Chlorpyrifos,Soil Drench,1.0 g/L
Peanut,Potato Beetle,Fipronil,Soil Drench,2.0 ml/L
Peanut,Whitefly,Spinosad,Soil Application,3.0 g/L
Peanut,Stem Borer,Thiamethoxam,Spray,3.0 g/L
Peanut,Stem Borer,Thiamethoxam,Soil Application,1.5 g/L
Peanut,Armyworm,Spinosad,Spray,1.5 g/L
Peanut,Potato Beetle,Bacillus thuringiensis,Spray,1.5 g/L
Peanut,Peanut Bud Necrosis Virus,Bacillus thuringiensis,Soil Application,1.5 ml/L
Peanut,Potato Beetle,Thiamethoxam,Soil Drench,2.0 ml/L
Peanut,Bollworm,Cartap Hydrochloride,Soil Drench,0.3 ml/L
Peanut,Soybean Looper,Azadirachtin (Neem Oil),Spray,1.5 ml/L
Peanut,Potato Beetle,Thiamethoxam,Soil Drench,3.0 g/L
Peanut,Bollworm,Imidacloprid,Spray,2.0 ml/L
Peanut,Whitefly,Lambda-cyhalothrin,Soil Application,1.5 ml/L
Peanut,Sugarcane Borer,Bacillus thuringiensis,Soil Drench,0.8 ml/L
Peanut,Sugarcane Borer,Imidacloprid,Soil Drench,1.5 ml/L
Peanut,Stem Borer,Bacillus thuringiensis,Soil Drench,1.5 g/L
Peanut,Sugarcane Borer,Cartap Hydrochloride,Spray,3.0 g/L
Peanut,Armyworm,Spinosad,Soil Drench,1.5 ml/L
Peanut,Soybean Looper,Imidacloprid,Soil Drench,0.8 ml/L
Peanut,Armyworm,Spinosad,Spray,1.5 g/L
Peanut,Bollworm,Cartap Hydrochloride,Soil Drench,0.3 ml/L
Peanut,Armyworm,Pyrethrin,Soil Drench,2.5 ml/L
Peanut,Bollworm,Cartap Hydrochloride,Soil Drench,0.3 ml/L
Peanut,Whitefly,Fipronil,Soil Application,0.8 ml/L
Peanut,Whitefly,Imidacloprid,Soil Drench,1.0 ml/L
Peanut,Soybean Looper,Pyrethrin,Spray,0.3 ml/L
Peanut,Whitefly,Bacillus thuringiensis,Soil Drench,1.5 g/L
Peanut,Bollworm,Thiamethoxam,Soil Drench,1.5 ml/L
Peanut,Peanut Bud Necrosis Virus,Chlorpyrifos,Soil Application,2.0 ml/L
Peanut,Potato Beetle,Azadirachtin (Neem Oil),Soil Application,3.0 g/L
Peanut,Aphids,Pyrethrin,Soil Drench,0.3 ml/L
Peanut,Peanut Bud Necrosis Virus,Chlorpyrifos,Spray,0.8 ml/L
Peanut,Peanut Bud Necrosis Virus,Fipronil,Spray,1.0 g/L
Peanut,Sugarcane Borer,Pyrethrin,Spray,1.0 ml/L
Peanut,Sugarcane Borer,Thiamethoxam,Spray,2.0 ml/L
Peanut,Potato Beetle,Thiamethoxam,Soil Drench,3.0 g/L
Peanut,Bollworm,Imidacloprid,Spray,2.5 ml/L
Peanut,Sugarcane Borer,Cartap Hydrochloride,Spray,1.5 g/L
Peanut,Bollworm,Pyrethrin,Spray,1.5 g/L
Peanut,Soybean Looper,Fipronil,Soil Drench,0.8 ml/L
Peanut,Peanut Bud Necrosis Virus,Chlorpyrifos,Soil Drench,3.0 g/L
Peanut,Peanut Bud Necrosis Virus,Azadirachtin (Neem Oil),Soil Application,2.0 ml/L
Peanut,Peanut Bud Necrosis Virus,Azadirachtin (Neem Oil),Soil Application,2.0 ml/L
Peanut,Peanut Bud Necrosis Virus,Lambda-cyhalothrin,Spray,0.3 ml/L
Peanut,Peanut Bud Necrosis Virus,Chlorpyrifos,Soil Application,2.0 ml/L
Peanut,Whitefly,Spinosad,Soil Application,3.0 g/L
Peanut,Bollworm,Imidacloprid,Soil Drench,1.5 g/L
Peanut,Peanut Bud Necrosis Virus,Azadirachtin (Neem Oil),Soil Application,2.0 ml/L
Peanut,Peanut Bud Necrosis Virus,Imidacloprid,Spray,1.0 ml/L
Peanut,Peanut Bud Necrosis Virus,Chlorpyrifos,Soil Application,2.0 ml/L
Peanut,Whitefly,Spinosad,Soil Application,3.0 g/L
Peanut,Armyworm,Azadirachtin (Neem Oil),Spray,0.3 ml/L
Peanut,Soybean Looper,Thiamethoxam,Spray,1.0 g/L
Peanut,Armyworm,Spinosad,Spray,1.5 g/L
Peanut,Soybean Looper,Fipronil,Soil Drench,3.0 g/L
Peanut,Peanut Bud Necrosis Virus,Spinosad,Soil Application,1.5 g/L
Peanut,Soybean Looper,Pyrethrin,Spray,0.3 ml/L
Peanut,Bollworm,Spinosad,Soil Drench,2.0 ml/L
Peanut,Peanut Bud Necrosis Virus,Lambda-cyhalothrin,Spray,0.3 ml/L
Peanut,Whitefly,Spinosad,Soil Application,3.0 g/L
Peanut,Peanut Bud Necrosis Virus,Spinosad,Soil Application,1.5 g/L
Peanut,Whitefly,Azadirachtin (Neem Oil),Soil Application,1.0 ml/L
Peanut,Soybean Looper,Imidacloprid,Soil Drench,0.8 ml/L
Peanut,Peanut Bud Necrosis Virus,Fipronil,Soil Drench,1.5 ml/L
Peanut,Bollworm,Imidacloprid,Spray,2.0 ml/L
Peanut,Sugarcane Borer,Thiamethoxam,Spray,2.0 ml/L
Peanut,Soybean Looper,Imidacloprid,Soil Drench,0.8 ml/L
Peanut,Soybean Looper,Pyrethrin,Spray,0.3 ml/L
Peanut,Whitefly,Imidacloprid,Soil Drench,1.0 ml/L
Peanut,Stem Borer,Thiamethoxam,Spray,2.5 ml/L
Peanut,Potato Beetle,Thiamethoxam,Soil Drench,2.0 ml/L
Peanut,Soybean Looper,Imidacloprid,Soil Drench,0.8 ml/L
Peanut,Sugarcane Borer,Cartap Hydrochloride,Spray,3.0 g/L
Peanut,Sugarcane Borer,Cartap Hydrochloride,Spray,1.5 g/L
Peanut,Aphids,Pyrethrin,Soil Drench,0.3 ml/L
Peanut,Stem Borer,Bacillus thuringiensis,Soil Drench,1.5 g/L
Peanut,Stem Borer,Pyrethrin,Soil Application,2.0 ml/L
Peanut,Armyworm,Pyrethrin,Soil Drench,2.5 ml/L
Peanut,Bollworm,Thiamethoxam,Soil Drench,1.5 ml/L
Peanut,Aphids,Cartap Hydrochloride,Soil Drench,1.5 ml/L
Peanut,Aphids,Imidacloprid,Spray,2.0 ml/L
Peanut,Sugarcane Borer,Pyrethrin,Spray,1.0 ml/L
Peanut,Whitefly,Cartap Hydrochloride,Soil Drench,2.0 ml/L
Peanut,Bollworm,Thiamethoxam,Soil Drench,1.5 ml/L
Peanut,Bollworm,Pyrethrin,Spray,1.0 g/L
Peanut,Whitefly,Fipronil,Soil Application,0.3 ml/L
Peanut,Whitefly,Thiamethoxam,Soil Drench,2.0 ml/L
Peanut,Potato Beetle,Cartap Hydrochloride,Soil Application,0.3 ml/L
Peanut,Aphids,Pyrethrin,Soil Application,0.3 ml/L
Peanut,Sugarcane Borer,Chlorpyrifos,Soil Drench,1.0 g/L
Peanut,Potato Beetle,Azadirachtin (Neem Oil),Soil Application,3.0 g/L
Peanut,Bollworm,Thiamethoxam,Soil Drench,1.5 ml/L
Peanut,Sugarcane Borer,Imidacloprid,Soil Drench,1.5 ml/L
Peanut,Whitefly,Bacillus thuringiensis,Soil Drench,0.8 ml/L
Peanut,Whitefly,Cartap Hydrochloride,Soil Application,2.0 ml/L
Peanut,Soybean Looper,Pyrethrin,Soil Application,1.0 g/L
Peanut,Potato Beetle,Bacillus thuringiensis,Spray,1.5 g/L
Peanut,Sugarcane Borer,Imidacloprid,Soil Drench,0.3 ml/L
Peanut,Peanut Bud Necrosis Virus,Imidacloprid,Spray,1.0 ml/L
Peanut,Peanut Bud Necrosis Virus,Bacillus thuringiensis,Soil Drench,1.0 ml/L
Peanut,Bollworm,Cartap Hydrochloride,Soil Drench,0.3 ml/L
Peanut,Armyworm,Azadirachtin (Neem Oil),Soil Application,1.5 g/L
Peanut,Soybean Looper,Lambda-cyhalothrin,Soil Application,0.3 ml/L
Peanut,Stem Borer,Thiamethoxam,Spray,2.5 ml/L
Potato,Aphids,Cartap Hydrochloride,Spray,1.0 g/L
Potato,Barley Yellow Dwarf Virus,Azadirachtin (Neem Oil),Soil Application,1.5 g/L
Potato,Soybean Looper,Imidacloprid,Soil Drench,3.0 g/L
Potato,Potato Beetle,Bacillus thuringiensis,Soil Drench,1.5 g/L
Potato,Sugarcane Borer,Thiamethoxam,Spray,3.0 g/L
Potato,Soybean Looper,Imidacloprid,Soil Drench,1.5 ml/L
Potato,Potato Beetle,Cartap Hydrochloride,Soil Drench,1.0 g/L
Potato,Whitefly,Lambda-cyhalothrin,Soil Drench,1.5 ml/L
Potato,Aphids,Thiamethoxam,Soil Application,0.8 ml/L
Potato,Potato Beetle,Lambda-cyhalothrin,Soil Drench,1.0 g/L
Potato,Barley Yellow Dwarf Virus,Spinosad,Spray,0.8 ml/L
Potato,Bollworm,Pyrethrin,Soil Application,1.0 g/L
Potato,Bollworm,Thiamethoxam,Soil Application,1.5 g/L
Potato,Barley Yellow Dwarf Virus,Azadirachtin (Neem Oil),Spray,2.0 ml/L
Potato,Armyworm,Azadirachtin (Neem Oil),Soil Drench,0.8 ml/L
Potato,Whitefly,Cartap Hydrochloride,Spray,2.5 ml/L
Potato,Aphids,Pyrethrin,Soil Drench,2.5 ml/L
Potato,Stem Borer,Spinosad,Soil Application,2.5 ml/L
Potato,Potato Beetle,Fipronil,Soil Application,2.0 ml/L
Potato,Stem Borer,Spinosad,Soil Application,2.5 ml/L
Potato,Stem Borer,Spinosad,Soil Application,2.5 ml/L
Potato,Armyworm,Lambda-cyhalothrin,Spray,2.5 ml/L
Potato,Stem Borer,Spinosad,Soil Application,0.8 ml/L
Potato,Bollworm,Azadirachtin (Neem Oil),Soil Application,0.8 ml/L
Potato,Bollworm,Azadirachtin (Neem Oil),Spray,0.8 ml/L
Potato,Potato Beetle,Lambda-cyhalothrin,Soil Drench,1.0 g/L
Potato,Barley Yellow Dwarf Virus,Spinosad,Spray,0.8 ml/L
Potato,Sugarcane Borer,Bacillus thuringiensis,Soil Application,2.5 ml/L
Potato,Bollworm,Pyrethrin,Soil Application,1.0 g/L
Potato,Whitefly,Imidacloprid,Soil Application,1.0 g/L
Potato,Bollworm,Azadirachtin (Neem Oil),Spray,0.8 ml/L
Potato,Potato Beetle,Pyrethrin,Spray,2.5 ml/L
Potato,Barley Yellow Dwarf Virus,Azadirachtin (Neem Oil),Soil Application,2.5 ml/L
Potato,Sugarcane Borer,Chlorpyrifos,Soil Drench,1.5 ml/L
Potato,Barley Yellow Dwarf Virus,Lambda-cyhalothrin,Spray,3.0 g/L
Potato,Barley Yellow Dwarf Virus,Fipronil,Spray,1.5 ml/L
Potato,Stem Borer,Spinosad,Soil Application,2.5 ml/L
Potato,Whitefly,Fipronil,Soil Drench,2.0 ml/L
Potato,Stem Borer,Spinosad,Soil Application,0.8 ml/L
Potato,Peanut Bud Necrosis Virus,Cartap Hydrochloride,Soil Application,3.0 g/L
Potato,Potato Beetle,Cartap Hydrochloride,Soil Drench,1.0 g/L
Potato,Stem Borer,Pyrethrin,Spray,1.5 ml/L
Potato,Whitefly,Cartap Hydrochloride,Spray,2.5 ml/L
Potato,Bollworm,Pyrethrin,Soil Application,1.0 g/L
Potato,Peanut Bud Necrosis Virus,Lambda-cyhalothrin,Soil Application,2.5 ml/L
Potato,Stem Borer,Spinosad,Soil Application,0.8 ml/L
Potato,Aphids,Pyrethrin,Soil Drench,2.5 ml/L
Potato,Stem Borer,Spinosad,Soil Application,2.5 ml/L
Potato,Bollworm,Cartap Hydrochloride,Soil Application,2.0 ml/L
Potato,Bollworm,Azadirachtin (Neem Oil),Soil Application,0.8 ml/L
Potato,Potato Beetle,Imidacloprid,Soil Application,2.5 ml/L
Potato,Sugarcane Borer,Spinosad,Soil Drench,3.0 g/L
Potato,Stem Borer,Spinosad,Soil Application,2.5 ml/L
Potato,Peanut Bud Necrosis Virus,Bacillus thuringiensis,Soil Drench,1.5 ml/L
Potato,Armyworm,Pyrethrin,Spray,0.3 ml/L
Potato,Bollworm,Thiamethoxam,Soil Application,1.5 g/L
Potato,Potato Beetle,Cartap Hydrochloride,Soil Drench,1.0 g/L
Potato,Peanut Bud Necrosis Virus,Pyrethrin,Soil Drench,2.5 ml/L
Potato,Whitefly,Imidacloprid,Soil Application,1.0 g/L
Potato,Soybean Looper,Thiamethoxam,Soil Drench,3.0 g/L
Potato,Armyworm,Thiamethoxam,Soil Drench,1.5 g/L
Potato,Sugarcane Borer,Spinosad,Soil Drench,3.0 g/L
Potato,Whitefly,Imidacloprid,Soil Application,1.0 g/L
Potato,Barley Yellow Dwarf Virus,Spinosad,Spray,0.8 ml/L
Potato,Whitefly,Fipronil,Soil Drench,2.0 ml/L
Potato,Stem Borer,Pyrethrin,Spray,1.5 ml/L
Potato,Potato Beetle,Chlorpyrifos,Spray,2.5 ml/L
Potato,Armyworm,Lambda-cyhalothrin,Spray,2.5 ml/L
Potato,Soybean Looper,Thiamethoxam,Soil Drench,3.0 g/L
Potato,Armyworm,Thiamethoxam,Soil Drench,1.5 g/L
Potato,Peanut Bud Necrosis Virus,Lambda-cyhalothrin,Soil Application,2.5 ml/L
Potato,Sugarcane Borer,Spinosad,Soil Drench,3.0 g/L
Potato,Stem Borer,Spinosad,Soil Application,2.5 ml/L
Potato,Peanut Bud Necrosis Virus,Spinosad,Spray,2.0 ml/L
Potato,Bollworm,Thiamethoxam,Soil Application,1.5 g/L
Potato,Aphids,Azadirachtin (Neem Oil),Soil Application,2.0 ml/L
Potato,Soybean Looper,Thiamethoxam,Soil Drench,3.0 g/L
Potato,Soybean Looper,Cartap Hydrochloride,Soil Application,2.0 ml/L
Potato,Soybean Looper,Thiamethoxam,Soil Drench,3.0 g/L
Potato,Potato Beetle,Pyrethrin,Spray,2.5 ml/L
Potato,Soybean Looper,Cartap Hydrochloride,Soil Application,2.0 ml/L
Potato,Soybean Looper,Imidacloprid,Soil Drench,1.5 ml/L
Potato,Whitefly,Fipronil,Soil Drench,2.0 ml/L
Potato,Armyworm,Lambda-cyhalothrin,Spray,2.5 ml/L
Potato,Aphids,Spinosad,Soil Drench,3.0 g/L
Potato,Whitefly,Spinosad,Soil Drench,1.5 g/L
Potato,Aphids,Cartap Hydrochloride,Soil Application,0.8 ml/L
Potato,Aphids,Cartap Hydrochloride,Spray,0.8 ml/L
Potato,Sugarcane Borer,Thiamethoxam,Spray,3.0 g/L
Potato,Soybean Looper,Azadirachtin (Neem Oil),Soil Application,0.3 ml/L
Potato,Barley Yellow Dwarf Virus,Fipronil,Spray,1.5 ml/L
Potato,Soybean Looper,Thiamethoxam,Soil Drench,3.0 g/L
Potato,Stem Borer,Spinosad,Soil Application,2.5 ml/L
Potato,Armyworm,Azadirachtin (Neem Oil),Soil Drench,0.8 ml/L
Potato,Bollworm,Pyrethrin,Soil Application,1.0 g/L
Potato,Sugarcane Borer,Thiamethoxam,Spray,3.0 g/L
Potato,Peanut Bud Necrosis Virus,Spinosad,Soil Drench,1.5 ml/L
Potato,Aphids,Thiamethoxam,Soil Application,0.8 ml/L
Potato,Armyworm,Pyrethrin,Spray,0.3 ml/L
Potato,Barley Yellow Dwarf Virus,Lambda-cyhalothrin,Spray,3.0 g/L
Potato,Potato Beetle,Pyrethrin,Soil Drench,0.8 ml/L
Potato,Peanut Bud Necrosis Virus,Spinosad,Soil Drench,1.5 ml/L
Potato,Barley Yellow Dwarf Virus,Lambda-cyhalothrin,Spray,3.0 g/L
Potato,Sugarcane Borer,Spinosad,Soil Drench,3.0 g/L
Potato,Stem Borer,Lambda-cyhalothrin,Spray,0.3 ml/L
Potato,Sugarcane Borer,Thiamethoxam,Spray,3.0 g/L
Potato,Stem Borer,Fipronil,Soil Application,2.5 ml/L
Potato,Armyworm,Pyrethrin,Spray,0.3 ml/L
Potato,Armyworm,Lambda-cyhalothrin,Spray,2.5 ml/L
Potato,Potato Beetle,Pyrethrin,Soil Drench,0.8 ml/L
Potato,Whitefly,Cartap Hydrochloride,Spray,2.5 ml/L
Potato,Whitefly,Imidacloprid,Spray,1.5 ml/L
Potato,Bollworm,Pyrethrin,Soil Application,1.0 g/L
Potato,Bollworm,Cartap Hydrochloride,Soil Application,2.0 ml/L
Potato,Soybean Looper,Spinosad,Soil Drench,2.5 ml/L
Potato,Soybean Looper,Azadirachtin (Neem Oil),Soil Application,0.3 ml/L
Potato,Soybean Looper,Spinosad,Soil Drench,2.5 ml/L
Potato,Peanut Bud Necrosis Virus,Bacillus thuringiensis,Soil Drench,1.5 ml/L
Potato,Bollworm,Pyrethrin,Soil Application,2.0 ml/L
Potato,Peanut Bud Necrosis Virus,Spinosad,Spray,2.0 ml/L
Potato,Whitefly,Fipronil,Soil Drench,2.0 ml/L
Potato,Barley Yellow Dwarf Virus,Azadirachtin (Neem Oil),Spray,2.0 ml/L
Potato,Aphids,Spinosad,Soil Drench,3.0 g/L
Potato,Aphids,Cartap Hydrochloride,Soil Application,0.8 ml/L
Potato,Potato Beetle,Pyrethrin,Spray,2.5 ml/L
Potato,Whitefly,Bacillus thuringiensis,Soil Drench,1.0 ml/L
Potato,Sugarcane Borer,Spinosad,Soil Drench,3.0 g/L
Potato,Stem Borer,Fipronil,Soil Application,2.5 ml/L
Potato,Bollworm,Imidacloprid,Spray,2.5 ml/L
Potato,Barley Yellow Dwarf Virus,Thiamethoxam,Soil Drench,2.0 ml/L
Potato,Aphids,Pyrethrin,Soil Drench,2.5 ml/L
Rice,Barley Yellow Dwarf Virus,Fipronil,Spray,3.0 g/L
Rice,Armyworm,Pyrethrin,Soil Application,0.8 ml/L
Rice,Aphids,Cartap Hydrochloride,Spray,2.5 ml/L
Rice,Sugarcane Borer,Azadirachtin (Neem Oil),Soil Drench,0.8 ml/L
Rice,Sugarcane Borer,Cartap Hydrochloride,Spray,1.0 g/L
Rice,Armyworm,Chlorpyrifos,Soil Application,3.0 g/L
Rice,Armyworm,Cartap Hydrochloride,Soil Application,1.5 g/L
Rice,Potato Beetle,Fipronil,Soil Application,1.0 g/L
Rice,Peanut Bud Necrosis Virus,Spinosad,Spray,1.0 g/L
Rice,Whitefly,Chlorpyrifos,Spray,0.8 ml/L
Rice,Soybean Looper,Spinosad,Soil Application,1.5 g/L
Rice,Armyworm,Spinosad,Spray,1.5 g/L
Rice,Armyworm,Pyrethrin,Soil Application,0.8 ml/L
Rice,Soybean Looper,Lambda-cyhalothrin,Soil Application,1.0 g/L
Rice,Peanut Bud Necrosis Virus,Bacillus thuringiensis,Soil Drench,1.0 ml/L
Rice,Aphids,Lambda-cyhalothrin,Soil Drench,2.0 ml/L
Rice,Armyworm,Pyrethrin,Soil Application,0.8 ml/L
Rice,Barley Yellow Dwarf Virus,Azadirachtin (Neem Oil),Spray,1.0 g/L
Rice,Potato Beetle,Bacillus thuringiensis,Spray,1.5 ml/L
Rice,Bollworm,Spinosad,Soil Drench,0.3 ml/L
Rice,Aphids,Cartap Hydrochloride,Soil Application,2.0 ml/L
Rice,Peanut Bud Necrosis Virus,Fipronil,Spray,0.3 ml/L
Rice,Peanut Bud Necrosis Virus,Fipronil,Spray,1.0 g/L
Rice,Sugarcane Borer,Imidacloprid,Spray,0.3 ml/L
Rice,Sugarcane Borer,Cartap Hydrochloride,Spray,1.0 g/L
Rice,Armyworm,Chlorpyrifos,Soil Application,3.0 g/L
Rice,Potato Beetle,Bacillus thuringiensis,Spray,1.5 ml/L
Rice,Barley Yellow Dwarf Virus,Cartap Hydrochloride,Soil Drench,1.0 g/L
Rice,Armyworm,Chlorpyrifos,Soil Application,3.0 g/L
Rice,Armyworm,Azadirachtin (Neem Oil),Spray,2.0 ml/L
Rice,Armyworm,Spinosad,Spray,1.5 g/L
Rice,Whitefly,Cartap Hydrochloride,Soil Application,2.0 ml/L
Rice,Armyworm,Cartap Hydrochloride,Soil Application,1.5 g/L
Rice,Stem Borer,Imidacloprid,Spray,0.8 ml/L
Rice,Whitefly,Spinosad,Spray,1.0 g/L
Rice,Aphids,Lambda-cyhalothrin,Soil Drench,0.3 ml/L
Rice,Peanut Bud Necrosis Virus,Bacillus thuringiensis,Soil Application,1.0 ml/L
Rice,Barley Yellow Dwarf Virus,Imidacloprid,Soil Application,2.5 ml/L
Rice,Peanut Bud Necrosis Virus,Bacillus thuringiensis,Soil Application,1.0 ml/L
Rice,Whitefly,Imidacloprid,Soil Drench,2.0 ml/L
Rice,Stem Borer,Azadirachtin (Neem Oil),Soil Application,2.5 ml/L
Rice,Barley Yellow Dwarf Virus,Cartap Hydrochloride,Soil Application,3.0 g/L
Rice,Sugarcane Borer,Thiamethoxam,Spray,2.0 ml/L
Rice,Armyworm,Azadirachtin (Neem Oil),Spray,2.0 ml/L
Rice,Soybean Looper,Bacillus thuringiensis,Soil Drench,1.5 ml/L
Rice,Peanut Bud Necrosis Virus,Fipronil,Spray,1.0 g/L
Rice,Aphids,Cartap Hydrochloride,Spray,2.5 ml/L
Rice,Aphids,Chlorpyrifos,Soil Application,0.3 ml/L
Rice,Stem Borer,Thiamethoxam,Spray,1.0 ml/L
Rice,Whitefly,Chlorpyrifos,Spray,0.8 ml/L
Rice,Aphids,Lambda-cyhalothrin,Soil Drench,0.3 ml/L
Rice,Aphids,Pyrethrin,Soil Drench,1.5 g/L
Rice,Sugarcane Borer,Imidacloprid,Spray,0.3 ml/L
Rice,Stem Borer,Lambda-cyhalothrin,Soil Application,2.0 ml/L
Rice,Peanut Bud Necrosis Virus,Chlorpyrifos,Soil Application,0.3 ml/L
Rice,Whitefly,Imidacloprid,Soil Drench,2.0 ml/L
Rice,Stem Borer,Bacillus thuringiensis,Soil Drench,1.0 ml/L
Rice,Armyworm,Spinosad,Spray,1.5 g/L
Rice,Stem Borer,Chlorpyrifos,Soil Application,2.0 ml/L
Rice,Stem Borer,Cartap Hydrochloride,Soil Application,1.0 g/L
Rice,Barley Yellow Dwarf Virus,Lambda-cyhalothrin,Soil Drench,1.5 g/L
Rice,Stem Borer,Thiamethoxam,Spray,1.0 ml/L
Rice,Whitefly,Azadirachtin (Neem Oil),Spray,2.0 ml/L
Rice,Whitefly,Azadirachtin (Neem Oil),Spray,1.5 g/L
Rice,Whitefly,Cartap Hydrochloride,Soil Application,2.0 ml/L
Rice,Barley Yellow Dwarf Virus,Thiamethoxam,Soil Drench,2.5 ml/L
Rice,Stem Borer,Imidacloprid,Spray,0.8 ml/L
Rice,Sugarcane Borer,Bacillus thuringiensis,Spray,2.5 ml/L
Rice,Armyworm,Spinosad,Soil Application,0.8 ml/L
Rice,Bollworm,Bacillus thuringiensis,Spray,2.0 ml/L
Rice,Soybean Looper,Bacillus thuringiensis,Soil Application,2.5 ml/L
Rice,Barley Yellow Dwarf Virus,Azadirachtin (Neem Oil),Soil Drench,1.0 ml/L
Rice,Bollworm,Bacillus thuringiensis,Spray,2.0 ml/L
Rice,Peanut Bud Necrosis Virus,Bacillus thuringiensis,Soil Drench,1.5 ml/L
Rice,Aphids,Pyrethrin,Soil Drench,1.5 g/L
Rice,Peanut Bud Necrosis Virus,Spinosad,Spray,1.5 ml/L
Rice,Bollworm,Bacillus thuringiensis,Spray,2.0 ml/L
Rice,Whitefly,Thiamethoxam,Soil Application,0.3 ml/L
Rice,Aphids,Imidacloprid,Soil Application,2.5 ml/L
Rice,Peanut Bud Necrosis Virus,Bacillus thuringiensis,Soil Application,1.0 ml/L
Rice,Stem Borer,Cartap Hydrochloride,Soil Application,1.0 g/L
Rice,Aphids,Lambda-cyhalothrin,Spray,0.3 ml/L
Rice,Bollworm,Bacillus thuringiensis,Spray,2.0 ml/L
Rice,Whitefly,Thiamethoxam,Soil Application,0.3 ml/L
Rice,Barley Yellow Dwarf Virus,Imidacloprid,Spray,2.5 ml/L
Rice,Soybean Looper,Spinosad,Soil Application,1.5 g/L
Rice,Soybean Looper,Bacillus thuringiensis,Soil Drench,1.5 ml/L
Rice,Soybean Looper,Lambda-cyhalothrin,Soil Application,1.0 g/L
Rice,Stem Borer,Azadirachtin (Neem Oil),Soil Application,2.5 ml/L
Rice,Aphids,Spinosad,Soil Drench,0.3 ml/L
Rice,Whitefly,Thiamethoxam,Soil Drench,1.5 ml/L
Rice,Barley Yellow Dwarf Virus,Fipronil,Spray,2.5 ml/L
Rice,Stem Borer,Pyrethrin,Soil Drench,1.5 g/L
Rice,Barley Yellow Dwarf Virus,Spinosad,Soil Application,0.8 ml/L
Rice,Whitefly,Thiamethoxam,Soil Application,0.3 ml/L
